date,equity,peak,dd,year,month
2021-12-30,20000.0,20000.0,0.0,2021,2021-12
2022-01-04,20000.0,20000.0,0.0,2022,2022-01
2022-01-05,20000.0,20000.0,0.0,2022,2022-01
2022-01-06,20000.0,20000.0,0.0,2022,2022-01
2022-01-07,20000.0,20000.0,0.0,2022,2022-01
2022-01-11,20000.0,20000.0,0.0,2022,2022-01
2022-01-12,20000.0,20000.0,0.0,2022,2022-01
2022-01-13,20000.0,20000.0,0.0,2022,2022-01
2022-01-14,20000.0,20000.0,0.0,2022,2022-01
2022-01-17,20000.0,20000.0,0.0,2022,2022-01
2022-01-18,20000.0,20000.0,0.0,2022,2022-01
2022-01-19,20000.0,20000.0,0.0,2022,2022-01
2022-01-20,20000.0,20000.0,0.0,2022,2022-01
2022-01-21,19541.544921875,20000.0,-0.022922753906249982,2022,2022-01
2022-01-24,19494.116943359375,20000.0,-0.02529415283203129,2022,2022-01
2022-01-25,19162.136474609375,20000.0,-0.04189317626953126,2022,2022-01
2022-01-26,19043.572021484375,20000.0,-0.0478213989257813,2022,2022-01
2022-01-27,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-01
2022-01-28,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-01
2022-01-31,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-01
2022-02-01,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-02,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-03,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-04,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-07,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-08,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-09,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-10,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-14,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-15,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-16,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-17,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-18,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-21,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-22,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-24,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-25,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-02-28,18581.165161132812,20000.0,-0.07094174194335934,2022,2022-02
2022-03-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-03,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-10,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-23,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-03-31,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-03
2022-04-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-04-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-04
2022-05-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-10,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-23,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-05-31,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-05
2022-06-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-03,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-10,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-23,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-06-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-06
2022-07-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-07-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-07
2022-08-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-03,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-10,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-23,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-08-31,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-08
2022-09-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-09-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-09
2022-10-03,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-10-31,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-10
2022-11-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-04,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-10,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-11,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-17,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-18,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-24,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-25,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-11-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-11
2022-12-01,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-02,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-05,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-06,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-07,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-08,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-09,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-12,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-13,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-14,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-15,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-16,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-19,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-20,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-21,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-22,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-23,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-26,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-27,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-28,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-29,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2022-12-30,18272.658081054688,20000.0,-0.08636709594726566,2022,2022-12
2023-01-04,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-05,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-06,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-10,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-11,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-12,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-13,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-16,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-17,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-18,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-19,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-20,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-23,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-24,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-25,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-26,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-27,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-30,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-01-31,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-01
2023-02-01,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-02,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-03,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-06,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-07,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-08,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-09,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-10,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-13,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-14,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-15,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-16,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-17,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-20,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-21,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-22,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-24,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-27,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-02-28,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-02
2023-03-01,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-02,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-03,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-06,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-07,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-08,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-09,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-10,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-13,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-14,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-15,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-16,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-17,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-20,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-22,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-23,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-24,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-27,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-28,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-29,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-30,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-03-31,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-03
2023-04-03,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-04,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-05,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-06,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-07,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-10,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-11,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-12,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-13,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-14,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-17,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-18,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-19,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-20,18272.658081054688,20000.0,-0.08636709594726566,2023,2023-04
2023-04-21,18456.806518554688,20000.0,-0.07715967407226565,2023,2023-04
2023-04-24,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-04
2023-04-25,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-04
2023-04-26,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-04
2023-04-27,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-04
2023-04-28,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-04
2023-05-01,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-02,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-08,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-09,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-10,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-11,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-12,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-15,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-16,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-17,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-18,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-19,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-22,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-23,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-24,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-25,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-26,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-29,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-30,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-05-31,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-05
2023-06-01,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-02,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-05,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-06,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-07,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-08,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-09,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-12,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-13,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-14,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-15,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-16,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-19,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-20,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-21,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-22,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-23,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-26,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-27,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-28,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-29,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-06-30,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-06
2023-07-03,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-07
2023-07-04,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-07
2023-07-05,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-07
2023-07-06,18173.502807617188,20000.0,-0.09132485961914061,2023,2023-07
