date,equity,peak,dd,year,month
2021-11-10,20000.0,20000.0,0.0,2021,2021-11
2021-11-11,20000.0,20000.0,0.0,2021,2021-11
2021-11-12,20000.0,20000.0,0.0,2021,2021-11
2021-11-15,20000.0,20000.0,0.0,2021,2021-11
2021-11-16,20000.0,20000.0,0.0,2021,2021-11
2021-11-17,20000.0,20000.0,0.0,2021,2021-11
2021-11-18,20000.0,20000.0,0.0,2021,2021-11
2021-11-19,20000.0,20000.0,0.0,2021,2021-11
2021-11-22,20000.0,20000.0,0.0,2021,2021-11
2021-11-24,20000.0,20000.0,0.0,2021,2021-11
2021-11-25,20000.0,20000.0,0.0,2021,2021-11
2021-11-26,20000.0,20000.0,0.0,2021,2021-11
2021-11-29,20000.0,20000.0,0.0,2021,2021-11
2021-11-30,20000.0,20000.0,0.0,2021,2021-11
2021-12-01,20000.0,20000.0,0.0,2021,2021-12
2021-12-02,20000.0,20000.0,0.0,2021,2021-12
2021-12-03,20000.0,20000.0,0.0,2021,2021-12
2021-12-06,20000.0,20000.0,0.0,2021,2021-12
2021-12-07,20000.0,20000.0,0.0,2021,2021-12
2021-12-08,20000.0,20000.0,0.0,2021,2021-12
2021-12-09,20000.0,20000.0,0.0,2021,2021-12
2021-12-10,20000.0,20000.0,0.0,2021,2021-12
2021-12-13,20000.0,20000.0,0.0,2021,2021-12
2021-12-14,20000.0,20000.0,0.0,2021,2021-12
2021-12-15,20000.0,20000.0,0.0,2021,2021-12
2021-12-16,20000.0,20000.0,0.0,2021,2021-12
2021-12-17,20000.0,20000.0,0.0,2021,2021-12
2021-12-20,20000.0,20000.0,0.0,2021,2021-12
2021-12-21,20000.0,20000.0,0.0,2021,2021-12
2021-12-22,20000.0,20000.0,0.0,2021,2021-12
2021-12-23,20000.0,20000.0,0.0,2021,2021-12
2021-12-24,20000.0,20000.0,0.0,2021,2021-12
2021-12-27,20000.0,20000.0,0.0,2021,2021-12
2021-12-28,20000.0,20000.0,0.0,2021,2021-12
2021-12-29,20000.0,20000.0,0.0,2021,2021-12
