run_date,signal_date,ticker,close,score,ret3,value20,hold_days
2026-05-27,2026-05-27,9424.T,115.0,0.065040650406504,-0.065040650406504,288656175.0,10
2026-09-10,2026-09-10,9424.T,117.0,0.025000000000000022,-0.025000000000000022,272267770.0,10
